fuel_type,body_type,kilometers_driven,transmission,owner_no,manufacturer,model,model_year,central_variant_id,variant_name,price,registration_year,insurance,rto,top_eatures,comfort_features,interior_features,exterior_features,safety_features,entertainment_features,engine,max_power,torque,wheel_size,seats,color,engine_type,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,city
petrol,hatchback,20000.0,manual,1,hyundai,i20,2021,8161,asta opt bsvi,8.65,2021.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button glove box cooling voice control tailgate ajar gear shift indicator battery saver lane change indicator remote engine start stop remote climate control find my car location adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock height adjustable driver seat leather wrap gear shift selector,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna sun roof moon roof outside rear view mirror turn indicators chrome garnish leddrls ledheadlights ledtaillights cornering headlamps projector headlamps,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps clutch lock ebd rear camera anti theft device anti pinch power windows speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts hill assist impact sensing auto door lock sos emergency assistance speed alert geo fence alert no of airbags eletronic stability control,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker touch screen size apple car play android auto wireless phone charging,1197.0,81.8,114.74,16.0,5.0,blue,1.2 l kappa petrol,4.0,4.0,unknown,no,3995.0,1775.0,1505.0,2580.0,1170.0,5.0,unknown,electric,disc,drum,tubeless radial,16.0,5.0,311.0,chennai
petrol,hatchback,17711.0,automatic,1,honda,jazz,2019,6506,vx cvt,7.92,2019.0,comprehensive,tn07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest cup holders front multifunction steering wheel cruise control navigation system smart access card entry engine start stop button voice control steering wheel gearshift paddles gear shift indicator lane change indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna outside rear view mirror turn indicators chrome grille chrome garnish ledtaillights,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device speed sensing auto door lock no of airbags,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker,1199.0,88.7,110.0,15.0,5.0,silver,i-vtec petrol engine,4.0,4.0,pgm-fi,no,3955.0,1694.0,1544.0,2530.0,1066.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,5.0,354.0,chennai
diesel,sedan,50000.0,automatic,1,bmw,3 series,2020,7103,320d luxury line,40.5,2020.0,comprehensive,tn01,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button voice control steering wheel gearshift paddles tailgate ajar gear shift indicator lane change indicator drive modes,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock outside temperature display cigarette lighter driving experience control eco height adjustable driver seat dual tone dashboard,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window defogger alloy wheels integrated antenna sun roof moon roof outside rear view mirror turn indicators chrome grille automatic driving lights,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps ebd rear camera anti theft device anti pinch power windows speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts impact sensing auto door lock,cd player cd changer radio audio system remote control speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen internal storage number of speaker apple car play wireless phone charging,1995.0,187.74,400.0,17.0,5.0,white,twinpower turbo 4 cylinder engine,4.0,4.0,crdi,yes,4709.0,1827.0,1435.0,2810.0,1560.0,8.0,rwd,power,disc,disc,tubeless radial,17.0,4.0,480.0,chennai
petrol,hatchback,50000.0,manual,1,maruti,swift,2018,6324,vxi 2018,6.1,2018.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system brake assist cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel gear shift indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock height adjustable driver seat,adjustable head lights power adjustable exterior rear view mirror wheel covers integrated antenna outside rear view mirror turn indicators,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts,cd player radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1197.0,81.8,113.0,15.751987883377508,5.0,others,vtvt engine,4.0,4.0,mpfi,no,3840.0,1735.0,1530.0,2450.0,860.0,5.0,unknown,power,disc,drum,tubeless,15.751987883377508,5.0,268.0,chennai
petrol,hatchback,51125.0,manual,2,hyundai,grand i10,2018,5602,1.2 kappa magna bsiv,5.11,2019.0,comprehensive,tn24,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking speakers front,power steering power windows front power windows rear low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel rear acvents tailgate ajar gear shift indicator battery saver,air conditioner heater digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights power adjustable exterior rear view mirror wheel covers integrated antenna tinted glass chrome grille roof rail halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device no of airbags,speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1197.0,81.86,113.75,15.751987883377508,5.0,white,kappa vtvt petrol engine,4.0,4.0,mpfi,no,3765.0,1660.0,1520.0,2425.0,1100.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,256.0,chennai
diesel,suv,69233.0,manual,1,tata,nexon,2019,5997,1.5 revotorq xt,7.1,2019.0,comprehensive,tn18,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear low fuel warning light accessory power outlet rear seat headrest cup holders front multifunction steering wheel rear acvents glove box cooling voice control drive modes,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display driving experience control eco,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror wheel covers integrated antenna rear spoiler outside rear view mirror turn indicators roof rail,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror rear seat belts seat belt warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device isofix child seat mounts,cd player radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1497.0,108.5,260.0,15.751987883377508,5.0,orange,revotorq 1.5l turbocharged engine,4.0,4.0,cdi,yes,3994.0,1811.0,1607.0,2498.0,1305.0,6.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,350.0,chennai
diesel,suv,65000.0,manual,1,jeep,compass,2017,10938,2.0 sport,12.25,2017.0,comprehensive,tn03,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking radio,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear seat lumbar support multifunction steering wheel rear acvents engine start stop button tailgate ajar gear shift indicator remote engine start stop adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock height adjustable driver seat dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna rear spoiler outside rear view mirror turn indicators leddrls ledheadlights,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device speed sensing auto door lock isofix child seat mounts hill assist speed alert no of airbags eletronic stability control,radio audio system remote control speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker touch screen size apple car play android auto,1956.0,167.67,350.0,17.0,5.0,white,2.0l multijet diesel,4.0,4.0,unknown,yes,4405.0,1818.0,1640.0,2636.0,1565.0,6.0,2wd,power,disc,disc,tubeless radial,17.0,5.0,362.11927013796173,chennai
petrol,sedan,93281.0,manual,1,honda,city,2014,1280,i vtec vx,5.7,2014.0,comprehensive,tn14,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats fabric upholstery leather steering wheel glove compartment digital clock outside temperature display,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels power antenna sun roof outside rear view mirror turn indicators,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor ebd rear camera anti theft device,cd player radio speakers front speakers rear,1497.0,117.3,145.0,15.0,5.0,brown,i vtec engine,4.0,4.0,pgm-fi,no,4440.0,1695.0,1495.0,2600.0,1065.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,4.0,510.0,chennai
diesel,suv,18000.0,manual,1,toyota,fortuner,2022,8243,4x2 diesel bsvi,39.0,2022.0,comprehensive,tn02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button glove box cooling voice control tailgate ajar luggage hook and net drive modes find my car location real time vehicle tracking adjustable headrest power boot hands free tailgate,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats glove compartment digital clock driving experience control eco height adjustable driver seat ventilated seats,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna rear spoiler side stepper outside rear view mirror turn indicators chrome grille chrome garnish roof rail heated wing mirror leddrls ledheadlights ledtaillights ledfog lamps,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device anti pinch power windows speed sensing auto door lock knee airbags isofix child seat mounts pretensioners and force limiter seatbelts hill assist impact sensing auto door lock sos emergency assistance speed alert geo fence alert no of airbags,radio audio system remote control speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker touch screen size apple car play android auto,2755.0,201.15,420.0,17.0,7.0,white,2.8 l diesel engine,4.0,4.0,direct injection,yes,4795.0,1855.0,1835.0,2745.0,2220.0,6.0,2wd,unknown,ventilated disc,ventilated disc,tubeless radial,17.0,5.0,362.11927013796173,chennai
petrol,sedan,99225.0,manual,2,honda,amaze,2014,1166,e i-vtech,3.75,2014.0,comprehensive,tn01,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror centeral locking child safety locks,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light trunk light rear reading lamp rear seat headrest cup holders front,air conditioner heater adjustable steering digital odometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco,adjustable head lights manually adjustable exterior rear view mirror power antenna chrome grille,centeral locking child safety locks day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer anti theft device,,1198.0,86.7,109.0,15.751987883377508,5.0,white,i-vtec petrol engine,4.0,4.0,unknown,no,3990.0,1680.0,1505.0,2405.0,940.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,4.0,400.0,chennai
petrol,hatchback,30000.0,manual,1,hyundai,eon,2016,5548,1.0 era plus,2.75,2016.0,third party,up32,power steering remote trunk opener air conditioner heater adjustable head lights manually adjustable exterior rear view mirror child safety locks day night rear view mirror,power steering remote trunk opener remote fuel lid opener low fuel warning light rear seat headrest cup holders front gear shift indicator,air conditioner heater digital odometer electronic multi tripmeter fabric upholstery glove compartment,adjustable head lights manually adjustable exterior rear view mirror wheel covers rear spoiler chrome grille,child safety locks day night rear view mirror halogen headlamps rear seat belts seat belt warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer engine check warning anti theft device,,998.0,68.05,94.14,15.751987883377508,5.0,others,kappa engine,3.0,4.0,mpfi,no,3515.0,1550.0,1510.0,2380.0,880.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,215.0,chennai
petrol,sedan,30602.0,manual,1,honda,amaze,2014,1168,s i-vtech,4.29,2014.0,comprehensive,tn07,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror centeral locking power door locks radio,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco height adjustable driver seat,adjustable head lights power adjustable exterior rear view mirror wheel covers power antenna chrome grille,centeral locking power door locks child safety locks day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer anti theft device,radio speakers front speakers rear integrated2din audio usb auxiliary input,1198.0,86.7,109.0,15.751987883377508,5.0,silver,i-vtec petrol engine,4.0,4.0,unknown,no,3990.0,1680.0,1505.0,2405.0,950.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,4.0,400.0,chennai
diesel,hatchback,64500.0,manual,1,maruti,swift,2018,4164,vdi bsiv,6.75,2018.0,comprehensive,tn07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock cigarette lighter,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror wheel covers power antenna tinted glass outside rear view mirror turn indicators,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning ebd anti theft device,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input,1248.0,74.0,190.0,15.751987883377508,5.0,red,ddis diesel engine,4.0,4.0,crdi,yes,3840.0,1735.0,1530.0,2450.0,960.0,5.0,fwd,power,ventilated disc,drum,tubeless,15.751987883377508,5.0,204.0,chennai
petrol,sedan,46809.0,manual,2,honda,city,2017,1215,i vtec v,7.93,2017.0,comprehensive,tn11,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels power antenna outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor ebd rear camera anti theft device,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth,1497.0,117.3,145.0,15.0,5.0,white,i vtec engine,4.0,4.0,pgm-fi,no,4440.0,1695.0,1495.0,2600.0,1049.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,4.0,510.0,chennai
electric,suv,20000.0,automatic,1,tata,nexon ev,2020,7279,xz plus lux,11.0,2020.0,third party,tn01,power steering power windows front air conditioner digital odometer adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear low fuel warning light accessory power outlet trunk light rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel rear acvents navigation system smart access card entry engine start stop button glove box cooling find my car location adjustable headrest power boot,air conditioner digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels integrated antenna sun roof moon roof outside rear view mirror turn indicators roof rail leddrls ledtaillights projector headlamps halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag halogen headlamps rear seat belts seat belt warning door ajar warning adjustable seats keyless entry crash sensor automatic head lamps ebd follow me home headlamps isofix child seat mounts hill descent control hill assist geo fence alert no of airbags,radio speakers front speakers rear integrated2din audio bluetooth touch screen number of speaker touch screen size apple car play android auto,0.0,127.0,245.0,16.0,5.0,others,in-line engine,4.0,4.0,unknown,unknown,3993.0,1811.0,1606.0,2498.0,1400.0,5.0,unknown,electric,disc,drum,tubeless radial,16.0,5.0,350.0,chennai
